"<string>:{series}:zhTW","<string>:{series}:jaJP","<string>:{series}:enUS","<string>:{name}:zhTW","<string>:{name}:jaJP","<string>:{name}:enUS","<number>:rare","<string>:type","<number>:attack","<number>:criticalRate","<number>:defense","<string>:{element}:{attack}:type","<number>:{element}:{attack}:minValue","<null>:{element}:{attack}:maxValue","<string>:{element}:{status}:type","<number>:{element}:{status}:minValue","<null>:{element}:{status}:maxValue","<number>:{sharpness}:red","<number>:{sharpness}:orange","<number>:{sharpness}:yellow","<number>:{sharpness}:green","<number>:{sharpness}:blue","<number>:{sharpness}:white","<null>:{sharpness}:purple","<number>:[slots]:{0}:size","<number>:[slots]:{1}:size","<number>:[slots]:{2}:size","<number>:{enhance}:amount","<string>:{enhance}:[list]:{0}:name","<string>:{enhance}:[list]:{1}:name","<string>:{enhance}:[list]:{2}:name","<string>:{enhance}:[list]:{3}:name","<string>:{enhance}:[list]:{4}:name","<string>:{enhance}:[list]:{5}:name","<string>:{enhance}:[list]:{6}:name","<string>:{enhance}:[list]:{7}:name","<string>:{enhance}:[list]:{8}:name","<string>:{enhance}:[list]:{9}:name","<string>:{enhance}:[list]:{10}:name","<string>:{enhance}:[list]:{11}:name","<string>:{enhance}:[list]:{12}:name","<string>:{enhance}:[list]:{13}:name","<string>:{enhance}:[list]:{14}:name","<string>:{enhance}:[list]:{15}:name","<string>:{enhance}:[list]:{16}:name","<string>:{enhance}:[list]:{17}:name","<string>:{enhance}:[list]:{18}:name","<string>:{enhance}:[list]:{19}:name","<string>:{enhance}:[list]:{20}:name","<string>:{enhance}:[list]:{21}:name","<string>:{enhance}:[list]:{22}:name","<string>:{enhance}:[list]:{23}:name","<string>:{enhance}:[list]:{24}:name","<string>:{enhance}:[list]:{25}:name","<string>:{enhance}:[list]:{26}:name","<string>:{enhance}:[list]:{27}:name","<string>:{enhance}:[list]:{28}:name","<string>:{enhance}:[list]:{29}:name","<string>:{enhance}:[list]:{30}:name","<string>:{enhance}:[list]:{31}:name","<string>:{enhance}:[list]:{32}:name","<string>:{enhance}:[list]:{33}:name","<string>:{enhance}:[list]:{34}:name"
"怨虎龍","禍ツ剣ノ幽鬼アフティ","Sword & Shield Independent","禍劍【封】I","禍ツ剣【封】I","Sinister Sword I","3","swordAndShield","130","0","0","","","","blast","13","","160","20","40","110","20","","","","","","1","屬性強化【爆破】I","怨虎龍之魂","攻擊力強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"怨虎龍","禍ツ剣ノ幽鬼アフティ","Sword & Shield Independent","禍劍【封】II","禍ツ剣【封】II","Sinister Sword II","3","swordAndShield","140","0","0","","","","blast","18","","170","20","20","110","20","","","","","","1","屬性強化【爆破】I","怨虎龍之魂","攻擊力強化III","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"怨虎龍","","Sword & Shield Independent","禍劍幽鬼阿弗提","禍ツ剣ノ幽鬼アフティ","Sinister Shadekeeper","6","swordAndShield","200","0","0","","","","blast","26","","190","10","20","90","60","20","","2","1","","1","屬性強化【爆破】II","怨虎龍之魂","攻擊力強化III","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"金獅子","金獣棍【禁忌】","Sword & Shield Independent","金獸棍I","金獣棍I","Rajang Club I","5","swordAndShield","200","-20","0","thunder","11","","","","","50","20","100","60","","","","","","","1","屬性強化【雷】I","會心率強化I","鈍刃一擊","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"金獅子","金獣棍【禁忌】","Sword & Shield Independent","金獸棍II","金獣棍II","Rajang Club II","6","swordAndShield","210","-15","0","thunder","17","","","","","20","40","100","130","10","","","3","","","1","屬性強化【雷】II","會心率強化I","鈍刃一擊","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"金獅子","金獣棍【禁忌】","Sword & Shield Independent","金獸棍【禁忌】","金獣棍【禁忌】","Banned Rajang Club","7","swordAndShield","220","-10","220","thunder","19","","","","","50","60","80","100","50","10","","3","","","5","屬性強化【雷】II","會心率強化II","鈍刃一擊","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"風神龍","神淵ノ風裂キ","Sword & Shield Independent","暴風神劍I","あかしまの神剣I","Azure Elder Sword I","5","swordAndShield","170","0","0","dragon","10","","","","","20","20","20","40","140","","","","","","1","屬性強化【龍】III","空棲系特效","防禦力強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"風神龍","神淵ノ風裂キ","Sword & Shield Independent","暴風神劍II","あかしまの神剣II","Azure Elder Sword II","6","swordAndShield","190","0","0","dragon","12","","","","","20","20","50","50","150","10","","","","","1","屬性強化【龍】III","空棲系特效","風神龍之魂","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"風神龍","神淵ノ風裂キ","Sword & Shield Independent","神淵風裂劍","神淵ノ風裂キ","Abyssal Gale Shredder","7","swordAndShield","210","0","","dragon","15","","","","","20","20","80","60","150","10","","","","","5","屬性強化【龍】IV","空棲系特效","風神龍之魂","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"雷神龍","神源ノ雷裂キ","Sword & Shield Independent","雷鳴神劍I","かんなりの神剣I","Thunderbolt Sword I","6","swordAndShield","180","0","0","thunder","33","","","","","20","20","180","40","60","20","","","","","1","攻擊力強化II","空棲系特效","雷神龍之魂","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"雷神龍","神源ノ雷裂キ","Sword & Shield Independent","神源雷裂劍","神源ノ雷裂キ","Abyssal Storm Shredder","7","swordAndShield","190","0","","thunder","35","","","","","20","10","220","40","70","30","","","","","5","攻擊力強化III","空棲系特效","雷神龍之魂","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"鋼龍","エストレモ=ダオラ","Sword & Shield Independent","鋼冰劍I","鋼氷剣I","Icesteel Dagger I","6","swordAndShield","170","5","0","ice","31","","","","","70","100","60","70","70","20","","1","","","1","攻擊力強化II","會心率強化II","鋼龍之魂","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"鋼龍","エストレモ=ダオラ","Sword & Shield Independent","鋼龍皇冰劍","エストレモ=ダオラ","Daora's Razor","7","swordAndShield","180","10","10","ice","36","","","","","80","120","30","50","60","8","","1","","","5","攻擊力強化III","會心率強化III","鋼龍之魂","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"炎王龍","テオ=エンブレム","Sword & Shield Independent","炎王之劍I","テオ=スパーダI","Teostra's Spada I","6","swordAndShield","180","0","0","","","","blast","36","","150","20","80","60","70","10","","","","","1","攻擊力強化II","火異常特效","炎王龍之魂","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"炎王龍","テオ=エンブレム","Sword & Shield Independent","炎王紋章","テオ=エンブレム","Teostra's Emblem","7","swordAndShield","190","0","","","","","blast","39","","160","50","30","60","70","20","","","","","5","攻擊力強化III","火異常特效","炎王龍之魂","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"天慧龍","龍天剣ヴァミリオルグ","Sword & Shield Independent","赫翼速劍I","赫翼の速剣I","Redwing Swiftblade I","6","swordAndShield","170","0","","dragon","32","","","","","180","","","","","60","","2","","","5","天彗龍之魂","攻擊力強化III","龍種特效","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"天慧龍","龍天剣ヴァミリオルグ","Sword & Shield Independent","龍天劍朱紅之歐格","龍天剣ヴァミリオルグ","Vermilion Orgul","7","swordAndShield","180","0","","dragon","34","","","","","60","","","","","80","","2","","","5","天彗龍之魂","攻擊力強化III","龍種特效","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"貝殼","睡貝剣ルデテプス","Sword & Shield Independent","誘入夢鄉之貝劍I","睡りを誘う貝剣I","Sleepy Shellsword I","2","swordAndShield","100","0","16","","","","sleep","11","","50","60","120","10","","","","","","","1","屬性強化【睡眠】I","水棲系特效","防禦力強化I","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"貝殼","睡貝剣ルデテプス","Sword & Shield Independent","誘入夢鄉之貝劍II","睡りを誘う貝剣II","Sleepy Shellsword II","3","swordAndShield","150","0","18","","","","sleep","15","","50","70","100","60","10","","","","","","1","屬性強化【睡眠】I","水棲系特效","防禦力強化II","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"貝殼","睡貝剣ルデテプス","Sword & Shield Independent","睡貝劍魯德特普斯","睡貝剣ルデテプス","Waking Nightmare","5","swordAndShield","180","0","20","","","","sleep","19","","50","50","130","70","40","","","3","","","1","屬性強化【睡眠】II","水棲系特效","防禦力強化III","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"艾路","にゃんにゃんぼう","Sword & Shield Independent","貓拳？I","ねこ？ぱんちI","Catspaw I","1","swordAndShield","80","0","0","","","","paralysis","15","","60","100","28","","","","","","","","1","操龍達人","攻擊力強化II","隨從指示術","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"艾路","にゃんにゃんぼう","Sword & Shield Independent","貓拳？II","ねこ？ぱんちII","Catspaw II","3","swordAndShield","100","0","0","","","","paralysis","26","","60","100","80","50","","","","","","","1","操龍達人","攻擊力強化III","隨從指示術","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"艾路","にゃんにゃんぼう","Sword & Shield Independent","喵喵棒","にゃんにゃんぼう","Catburglar","4","swordAndShield","130","0","0","","","","paralysis","33","","60","100","60","80","10","30","","3","","","1","操龍達人","攻擊力強化IV","隨從指示術","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"公會武器","","Sword & Shield Independent","忍者刀I","ニンジャソードI","Ninja Sword I","6","swordAndShield","190","50","0","","","","","","","10","20","30","210","20","","","1","1","1","1","操龍達人","鐵蟲絲招式強化","鬼火鳥加倍","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"公會武器","","Sword & Shield Independent","上級忍者刀","ハイニンジャソード","Hi Ninja Sword","7","swordAndShield","200","100","0","","","","","","","10","20","30","240","40","","","1","1","1","1","操龍達人","鐵蟲絲招式強化","鬼火鳥加倍","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"百龍","百竜剣【陵谷変遷】","Sword & Shield Independent","百龍劍I","百竜剣I","Rampage Sword I","4","swordAndShield","150","0","0","","","","","","","70","70","90","8","","","","","","","3","攻擊力大強化","攻擊力強化I","會心率強化I","賦予屬性【冰】I","賦予屬性【水】I","賦予屬性【火】I","賦予屬性【雷】I","防禦力強化I","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"百龍","百竜剣【陵谷変遷】","Sword & Shield Independent","百龍劍II","百竜剣II","Rampage Sword II","5","swordAndShield","170","0","0","","","","","","","60","70","80","24","","","","","","","3","攻擊力大強化","攻擊力強化I","會心率強化I","無屬性攻擊強化","賦予屬性【冰】I","賦予屬性【毒】I","賦予屬性【水】I","賦予屬性【火】I","賦予屬性【雷】I","賦予屬性【龍】I","防禦力強化I","","","","","","","","","","","","","","","","","","","","","","","",""
"百龍","百竜剣【陵谷変遷】","Sword & Shield Independent","百龍劍III","百竜剣III","Rampage Sword III","5","swordAndShield","180","0","0","","","","","","","50","70","80","30","20","","","","","","3","屬性值強化I","攻擊力大強化","攻擊力強化II","會心率大強化","會心率強化II","無屬性攻擊強化","變更銳利度【壹型】","賦予屬性【冰】I","賦予屬性【毒】I","賦予屬性【水】I","賦予屬性【火】I","賦予屬性【爆破】I","賦予屬性【睡眠】I","賦予屬性【雷】I","賦予屬性【麻痺】I","賦予屬性【龍】I","防禦力強化II","","","","","","","","","","","","","","","","","",""
"百龍","百竜剣【陵谷変遷】","Sword & Shield Independent","百龍劍IV","百竜剣IV","Rampage Sword IV","6","swordAndShield","190","0","0","","","","","","","50","70","70","30","20","","","","","","3","屬性值強化I","攻擊力大強化","攻擊力強化II","會心率大強化","會心率強化II","無屬性攻擊強化","變更銳利度【壹型】","變更銳利度【貳型】","賦予屬性【冰】II","賦予屬性【毒】I","賦予屬性【水】II","賦予屬性【火】II","賦予屬性【爆破】I","賦予屬性【睡眠】I","賦予屬性【雷】II","賦予屬性【麻痺】I","賦予屬性【龍】II","防禦力強化II","","","","","","","","","","","","","","","","",""
"百龍","百竜剣【陵谷変遷】","Sword & Shield Independent","百龍劍V","百竜剣V","Rampage Sword V","6","swordAndShield","200","0","0","","","","","","","50","70","50","50","70","10","","","","","3","攻擊力強化III","屬性值強化I","會心率強化III","防禦力強化III","變更銳利度【壹型】","變更銳利度【貳型】","變更銳利度【參型】","無屬性攻擊強化","賦予屬性【火】III","賦予屬性【水】III","賦予屬性【雷】III","賦予屬性【冰】III","賦予屬性【龍】III","賦予屬性【毒】I","賦予屬性【麻痺】I","賦予屬性【睡眠】I","賦予屬性【爆破】I","攻擊力大強化","屬性值大強化","會心率大強化","","","","","","","","","","","","","","",""
"百龍","百竜剣【陵谷変遷】","Sword & Shield Independent","百龍劍【陵谷變遷】","百竜剣【陵谷変遷】","Rampage Sword S","7","swordAndShield","210","0","","","","","","","","50","70","30","60","70","10","","","","","5","攻擊力強化IV","屬性值強化I","會心率強化IV","防禦力強化III","變更銳利度【壹型】","變更銳利度【貳型】","變更銳利度【參型】","變更銳利度【肆型】","無屬性攻擊強化","賦予屬性【火】III","賦予屬性【水】III","賦予屬性【雷】III","賦予屬性【冰】III","賦予屬性【龍】III","賦予屬性【毒】II","賦予屬性【麻痺】II","賦予屬性【睡眠】II","賦予屬性【爆破】II","攻擊力大強化","屬性值大強化","會心率大強化","","","","","","","","","","","","","",""
